FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD5013,331.19829999999996,9.209999999999999e-05,Specific Growth Rate
MTD5013,291.1199,8.98e-05,Specific Growth Rate
MTD5013,320.9858,0.331005,Specific Growth Rate
MTD5014,338.11289999999997,1.75868,Specific Growth Rate
MTD5014,353.1778,1.50413,Specific Growth Rate
MTD5014,343.0851,1.27273,Specific Growth Rate
MTD5014,348.2057,1.11074,Specific Growth Rate
MTD5014,356.1463,3.58678,Specific Growth Rate
MTD5014,323.1964,12.5421,Specific Growth Rate
MTD5014,333.1407,4.16529,Specific Growth Rate
MTD5015,313.08099999999996,1.130972351,Specific Growth Rate
MTD5015,310.00129999999996,1.130519351,Specific Growth Rate
MTD5015,318.10709999999995,1.069273251,Specific Growth Rate
MTD5015,303.1461,1.129119351,Specific Growth Rate
MTD5015,323.0288,1.0,Specific Growth Rate
MTD5015,297.9713,1.115065351,Specific Growth Rate
MTD5015,290.0895,1.0626743509999999,Specific Growth Rate
MTD5015,286.2088,1.052638851,Specific Growth Rate
MTD5015,276.75867999999997,1.0325964509999999,Specific Growth Rate
MTD5015,292.9812,1.0792919509999999,Specific Growth Rate
MTD5019,343.07788897,1.51519,Specific Growth Rate
MTD5019,314.84460844,0.20488699999999999,Specific Growth Rate
MTD5019,313.09193945,0.12945299999999998,Specific Growth Rate
MTD5019,332.67906451,1.84273,Specific Growth Rate
MTD5019,322.75555784999995,0.7776069999999999,Specific Growth Rate
MTD5019,337.75225872,2.2065,Specific Growth Rate
MTD5019,327.85272855,1.21632,Specific Growth Rate
MTD5019,318.00951483999995,0.456347,Specific Growth Rate
MTD5022,323.1678,0.08728179999999999,Specific Growth Rate
MTD5022,351.16069999999996,0.00116376,Specific Growth Rate
MTD5022,333.11449999999996,0.360765,Specific Growth Rate
MTD5022,337.99309999999997,0.416625,Specific Growth Rate
MTD5022,341.9718,0.558603,Specific Growth Rate
MTD5022,348.12929999999994,0.520199,Specific Growth Rate
MTD5022,320.1837,1.11e-16,Specific Growth Rate
MTD5022,328.1885,0.116376,Specific Growth Rate
MTD5023,298.01489999999995,0.29902,Specific Growth Rate
MTD5023,303.05989999999997,0.426471,Specific Growth Rate
MTD5023,318.195,0.602941,Specific Growth Rate
MTD5023,313.0899,0.685294,Specific Growth Rate
MTD5023,308.16499999999996,0.5950979999999999,Specific Growth Rate
MTD5023,323.2401,0.0990196,Specific Growth Rate
MTD5023,292.96979999999996,0.102941,Specific Growth Rate
MTD5024,345.94949999999994,0.0030033,Specific Growth Rate
MTD5024,340.4751,0.291267,Specific Growth Rate
MTD5024,342.9226,0.197475,Specific Growth Rate
MTD5024,337.26439999999997,0.295294,Specific Growth Rate
MTD5024,323.4735,0.0292772,Specific Growth Rate
MTD5024,331.2536,0.171465,Specific Growth Rate
MTD5024,327.23269999999997,0.0971947,Specific Growth Rate
MTD5024,334.27459999999996,0.208855,Specific Growth Rate
MTD5025,312.18489999999997,0.028734199999999998,Specific Growth Rate
MTD5025,314.9803,0.0401266,Specific Growth Rate
MTD5025,327.734,0.00582278,Specific Growth Rate
MTD5025,310.0884,0.0222785,Specific Growth Rate
MTD5025,299.66409999999996,0.00151899,Specific Growth Rate
MTD5025,301.29479999999995,0.00405063,Specific Growth Rate
MTD5025,303.21659999999997,0.00797468,Specific Growth Rate
MTD5025,304.67249999999996,0.01,Specific Growth Rate
MTD5025,306.2448,0.013797499999999999,Specific Growth Rate
MTD5025,332.21819999999997,0.000253165,Specific Growth Rate
MTD5025,313.1167,0.033544300000000006,Specific Growth Rate
MTD5025,330.2382,0.00227848,Specific Growth Rate
MTD5025,317.0768,0.04658230000000001,Specific Growth Rate
MTD5025,324.0651,0.0513924,Specific Growth Rate
MTD5025,319.93039999999996,0.0513924,Specific Growth Rate
MTD5025,322.08509999999995,0.0522785,Specific Growth Rate
MTD5025,325.5793,0.0412658,Specific Growth Rate
MTD5025,308.16659999999996,0.0172152,Specific Growth Rate
MTD5026,307.9257,1.002077702,Specific Growth Rate
MTD5026,328.2631,1.12134882,Specific Growth Rate
MTD5026,328.25719999999995,1.14083682,Specific Growth Rate
MTD5026,328.26259999999996,1.12274082,Specific Growth Rate
MTD5026,318.03819999999996,1.06240652,Specific Growth Rate
MTD5026,318.0376,1.06449462,Specific Growth Rate
MTD5026,318.0338,1.07702312,Specific Growth Rate
MTD5026,338.1502,1.0,Specific Growth Rate
MTD5026,338.14959999999996,1.002088091,Specific Growth Rate
MTD5026,333.30359999999996,1.29698482,Specific Growth Rate
MTD5026,333.1491,1.25243082,Specific Growth Rate
MTD5026,333.2598,1.25661182,Specific Growth Rate
MTD5026,323.17379999999997,1.10788782,Specific Growth Rate
MTD5026,323.1746,1.10510382,Specific Growth Rate
MTD5026,323.1753,1.10301482,Specific Growth Rate
MTD5027,313.1511,0.00496125,Specific Growth Rate
MTD5027,317.03749999999997,0.00814481,Specific Growth Rate
MTD5027,318.2308,0.0094616,Specific Growth Rate
MTD5027,320.0279,0.0104754,Specific Growth Rate
MTD5027,325.01939999999996,0.0167442,Specific Growth Rate
MTD5027,314.9448,0.0064364999999999995,Specific Growth Rate
MTD5027,333.18219999999997,0.0109611,Specific Growth Rate
MTD5027,321.674,0.0115649,Specific Growth Rate
MTD5027,326.8691,0.0208351,Specific Growth Rate
MTD5027,328.518,0.02154,Specific Growth Rate
MTD5027,330.4745,0.0213243,Specific Growth Rate
MTD5027,331.6209,0.018794799999999997,Specific Growth Rate
MTD5027,310.3784,0.00370923,Specific Growth Rate
MTD5027,308.8821,0.00269778,Specific Growth Rate
MTD5027,335.0562,0.00151457,Specific Growth Rate
MTD5028,341.2314,1.000308235,Specific Growth Rate
MTD5028,321.73679999999996,1.023618396,Specific Growth Rate
MTD5028,301.1585,1.0,Specific Growth Rate
MTD5028,308.7226,1.004057946,Specific Growth Rate
MTD5028,310.2879,1.005916026,Specific Growth Rate
MTD5028,311.9194,1.009005316,Specific Growth Rate
MTD5028,313.24839999999995,1.012322996,Specific Growth Rate
MTD5028,315.03299999999996,1.015028896,Specific Growth Rate
MTD5028,303.10819999999995,1.000707263,Specific Growth Rate
MTD5028,331.6531,1.0247715960000001,Specific Growth Rate
MTD5028,317.11379999999997,1.018352396,Specific Growth Rate
MTD5028,318.3795,1.0200543960000001,Specific Growth Rate
MTD5028,320.1692,1.022067996,Specific Growth Rate
MTD5028,305.2834,1.001416266,Specific Growth Rate
MTD5028,323.3846,1.024477196,Specific Growth Rate
MTD5028,339.20259999999996,1.000138796,Specific Growth Rate
MTD5028,326.7605,1.025503096,Specific Growth Rate
MTD5028,330.3699,1.025453996,Specific Growth Rate
MTD5028,333.3315,1.021476996,Specific Growth Rate
MTD5028,335.28679999999997,1.011184896,Specific Growth Rate
MTD5028,337.32189999999997,1.000278163,Specific Growth Rate
MTD5028,328.6407,1.025440696,Specific Growth Rate
MTD5028,325.03409999999997,1.025105296,Specific Growth Rate
MTD5029,298.486,0.143027,Specific Growth Rate
MTD5029,281.135,0.0878338,Specific Growth Rate
MTD5029,291.676,0.124036,Specific Growth Rate
MTD5029,295.568,0.147774,Specific Growth Rate
MTD5029,284.054,0.10089,Specific Growth Rate
MTD5029,286.0,0.116914,Specific Growth Rate
MTD5029,301.405,0.153116,Specific Growth Rate
MTD5029,300.43199999999996,0.135312,Specific Growth Rate
MTD5029,303.351,0.130564,Specific Growth Rate
MTD5029,289.08099999999996,0.106825,Specific Growth Rate
MTD5029,278.21599999999995,0.0421365,Specific Growth Rate
MTD5029,293.784,0.131157,Specific Growth Rate
MTD5029,306.27,0.0,Specific Growth Rate
MTD5030,285.01599999999996,1.08250494,Specific Growth Rate
MTD5030,283.07599999999996,1.08309484,Specific Growth Rate
MTD5030,301.12,1.13206604,Specific Growth Rate
MTD5030,291.056,1.12644704,Specific Growth Rate
MTD5030,276.881,1.06315384,Specific Growth Rate
MTD5030,306.01,1.07544784,Specific Growth Rate
MTD5030,279.904,1.0882678399999999,Specific Growth Rate
MTD5030,308.05899999999997,1.0,Specific Growth Rate
MTD5030,292.979,1.1064290399999999,Specific Growth Rate
MTD5030,294.93199999999996,1.11898204,Specific Growth Rate
MTD5030,298.114,1.12523704,Specific Growth Rate
MTD5030,300.04499999999996,1.1143620399999998,Specific Growth Rate
MTD5030,303.056,1.12633304,Specific Growth Rate
MTD5030,288.02799999999996,1.09504764,Specific Growth Rate
MTD5031,303.087,1.1388029599999998,Specific Growth Rate
MTD5031,294.661,1.1713909599999999,Specific Growth Rate
MTD5031,286.001,1.11898096,Specific Growth Rate
MTD5031,289.046,1.12269896,Specific Growth Rate
MTD5031,292.275,1.1457909599999998,Specific Growth Rate
MTD5031,308.051,1.0,Specific Growth Rate
MTD5031,305.061,1.0681566599999999,Specific Growth Rate
MTD5031,280.59,1.11528696,Specific Growth Rate
MTD5031,296.69,1.17324496,Specific Growth Rate
MTD5031,283.792,1.1027539599999998,Specific Growth Rate
MTD5031,277.373,1.10844496,Specific Growth Rate
MTD5031,299.907,1.18008596,Specific Growth Rate
MTD5032,302.041,0.148854,Specific Growth Rate
MTD5032,291.566,0.152586,Specific Growth Rate
MTD5032,295.977,0.170756,Specific Growth Rate
MTD5032,298.99899999999997,0.1494,Specific Growth Rate
MTD5032,293.59,0.147886,Specific Growth Rate
MTD5032,285.447,0.115702,Specific Growth Rate
MTD5032,304.07099999999997,0.150397,Specific Growth Rate
MTD5032,307.041,0.0718154,Specific Growth Rate
MTD5032,283.4,0.0943905,Specific Growth Rate
MTD5032,308.835,0.000527558,Specific Growth Rate
MTD5032,277.453,0.06062669999999999,Specific Growth Rate
MTD5032,288.82899999999995,0.11671400000000001,Specific Growth Rate
MTD5033,290.21599999999995,0.114576,Specific Growth Rate
MTD5033,306.43199999999996,0.0738983,Specific Growth Rate
MTD5033,301.08099999999996,0.150508,Specific Growth Rate
MTD5033,297.83799999999997,0.145763,Specific Growth Rate
MTD5033,274.97299999999996,0.0386441,Specific Growth Rate
MTD5033,281.62199999999996,0.06847460000000001,Specific Growth Rate
MTD5033,278.21599999999995,0.0718644,Specific Growth Rate
MTD5033,287.135,0.100339,Specific Growth Rate
MTD5033,303.18899999999996,0.132203,Specific Growth Rate
MTD5033,292.486,0.12339000000000001,Specific Growth Rate
MTD5033,294.59499999999997,0.136949,Specific Growth Rate
MTD5033,283.568,0.0711864,Specific Growth Rate
MTD5034,307.69599999999997,4.7600000000000005e-05,Specific Growth Rate
MTD5034,300.21,0.106823,Specific Growth Rate
MTD5034,290.299,0.0767321,Specific Growth Rate
MTD5034,282.519,0.060634,Specific Growth Rate
MTD5034,287.474,0.07514069999999999,Specific Growth Rate
MTD5034,285.525,0.0670742,Specific Growth Rate
MTD5034,279.48699999999997,0.027786400000000003,Specific Growth Rate
MTD5034,304.983,0.11486400000000001,Specific Growth Rate
MTD5034,302.85999999999996,0.10949400000000001,Specific Growth Rate
MTD5034,301.969,0.10034,Specific Growth Rate
MTD5034,297.209,0.105772,Specific Growth Rate
MTD5034,293.15299999999996,0.10904200000000001,Specific Growth Rate
MTD5034,295.26399999999995,0.101478,Specific Growth Rate
MTD5035,282.919,0.14216900000000002,Specific Growth Rate
MTD5035,280.0,0.10361400000000001,Specific Growth Rate
MTD5035,288.108,0.118675,Specific Growth Rate
MTD5035,277.08099999999996,0.0957831,Specific Growth Rate
MTD5035,298.0,0.14457799999999998,Specific Growth Rate
MTD5035,285.18899999999996,0.14216900000000002,Specific Growth Rate
MTD5035,292.97299999999996,0.131928,Specific Growth Rate
MTD5035,294.919,0.14819300000000002,Specific Growth Rate
MTD5035,300.108,0.146988,Specific Growth Rate
MTD5035,300.919,0.163855,Specific Growth Rate
MTD5035,302.86499999999995,0.164458,Specific Growth Rate
MTD5035,291.027,0.14216900000000002,Specific Growth Rate
MTD5035,307.892,0.00060241,Specific Growth Rate
MTD5035,305.94599999999997,0.145181,Specific Growth Rate
MTD5036,310.0,1.0,Specific Growth Rate
MTD5036,302.86499999999995,1.106628,Specific Growth Rate
MTD5036,299.94599999999997,1.117185,Specific Growth Rate
MTD5036,281.94599999999997,1.0612317,Specific Growth Rate
MTD5036,304.97299999999996,1.116129,Specific Growth Rate
MTD5036,294.919,1.115073,Specific Growth Rate
MTD5036,290.054,1.101349,Specific Growth Rate
MTD5036,308.054,1.0775953,Specific Growth Rate
MTD5036,292.811,1.129326,Specific Growth Rate
MTD5036,301.892,1.109795,Specific Growth Rate
MTD5036,285.027,1.0802346,Specific Growth Rate
MTD5036,279.18899999999996,1.0506745,Specific Growth Rate
MTD5037,277.197,1.041136075,Specific Growth Rate
MTD5037,280.417,1.052942875,Specific Growth Rate
MTD5037,300.59499999999997,1.1435117750000001,Specific Growth Rate
MTD5037,308.77299999999997,1.0,Specific Growth Rate
MTD5037,295.513,1.126461775,Specific Growth Rate
MTD5037,303.609,1.1046627750000002,Specific Growth Rate
MTD5037,301.768,1.1290247750000002,Specific Growth Rate
MTD5037,306.628,1.071734575,Specific Growth Rate
MTD5037,291.44399999999996,1.109401775,Specific Growth Rate
MTD5037,288.54699999999997,1.076538175,Specific Growth Rate
MTD5037,285.334,1.073941775,Specific Growth Rate
MTD5037,283.47299999999996,1.0713305750000002,Specific Growth Rate
MTD5037,298.543,1.110639775,Specific Growth Rate
MTD5038,306.947,0.000758115,Specific Growth Rate
MTD5038,304.03799999999995,0.128591,Specific Growth Rate
MTD5038,298.92999999999995,0.141649,Specific Growth Rate
MTD5038,295.75699999999995,0.146019,Specific Growth Rate
MTD5038,283.37,0.09923660000000001,Specific Growth Rate
MTD5038,301.76099999999997,0.151723,Specific Growth Rate
MTD5038,291.681,0.122241,Specific Growth Rate
MTD5038,293.804,0.130158,Specific Growth Rate
MTD5038,277.152,0.040827800000000004,Specific Growth Rate
MTD5038,280.36199999999997,0.08699839999999999,Specific Growth Rate
MTD5038,285.5,0.115817,Specific Growth Rate
MTD5038,300.866,0.134405,Specific Growth Rate
MTD5038,288.669,0.105671,Specific Growth Rate
MTD5039,280.125,0.0790391,Specific Growth Rate
MTD5039,282.938,0.0661056,Specific Growth Rate
MTD5039,284.887,0.0751169,Specific Growth Rate
MTD5039,290.762,0.13957,Specific Growth Rate
MTD5039,292.881,0.141483,Specific Growth Rate
MTD5039,307.68499999999995,0.116807,Specific Growth Rate
MTD5039,305.77299999999997,0.15295699999999998,Specific Growth Rate
MTD5039,302.599,0.156217,Specific Growth Rate
MTD5039,277.262,0.0300377,Specific Growth Rate
MTD5039,297.661,0.159496,Specific Growth Rate
MTD5039,300.847,0.17236500000000002,Specific Growth Rate
MTD5039,294.84499999999997,0.169203,Specific Growth Rate
MTD5039,287.72799999999995,0.0970218,Specific Growth Rate
MTD5040,302.974,0.07917080000000001,Specific Growth Rate
MTD5040,284.90299999999996,0.0933798,Specific Growth Rate
MTD5040,279.99399999999997,0.0856156,Specific Growth Rate
MTD5040,282.87399999999997,0.09235650000000001,Specific Growth Rate
MTD5040,290.835,0.11206500000000001,Specific Growth Rate
MTD5040,297.943,0.12241199999999999,Specific Growth Rate
MTD5040,294.904,0.12504,Specific Growth Rate
MTD5040,300.96099999999996,0.09532230000000001,Specific Growth Rate
MTD5040,305.775,3.81e-05,Specific Growth Rate
MTD5040,287.78299999999996,0.100641,Specific Growth Rate
MTD5040,293.20399999999995,0.114646,Specific Growth Rate
MTD5040,276.94,0.0726308,Specific Growth Rate
MTD5047,348.1257,0.411721,Specific Growth Rate
MTD5047,363.0806,1.16469,Specific Growth Rate
MTD5047,371.17409999999995,0.755579,Specific Growth Rate
MTD5047,373.181,0.0595504,Specific Growth Rate
MTD5047,353.0691,0.781749,Specific Growth Rate
MTD5047,368.07,0.766868,Specific Growth Rate
MTD5047,358.0913,1.56251,Specific Growth Rate
MTD5049,327.17481276999996,0.49400299999999997,Specific Growth Rate
MTD5049,328.16904644,0.8565719999999999,Specific Growth Rate
MTD5049,329.17042469999996,0.979073,Specific Growth Rate
MTD5049,342.88026277999995,0.6504989999999999,Specific Growth Rate
MTD5049,341.07458959999997,1.61942,Specific Growth Rate
MTD5049,338.22405313999997,1.8803599999999998,Specific Growth Rate
MTD5049,342.15523583,0.8565719999999999,Specific Growth Rate
MTD5049,345.19539784999995,0.2,Specific Growth Rate
MTD5049,333.00698649,1.47361,Specific Growth Rate
MTD5049,330.06459364,1.21064,Specific Growth Rate
MTD5049,336.00118272,1.76573,Specific Growth Rate
MTD5050,306.17274878999996,0.22444699999999998,photosynthetic 14-NaHCO3 Incorperation
MTD5050,330.06459364,2.36195,photosynthetic 14-NaHCO3 Incorperation
MTD5050,328.50216154,2.16624,photosynthetic 14-NaHCO3 Incorperation
MTD5050,323.36297493999996,1.8952099999999998,photosynthetic 14-NaHCO3 Incorperation
MTD5050,318.06919277,1.29941,photosynthetic 14-NaHCO3 Incorperation
MTD5050,313.04685372,0.877017,photosynthetic 14-NaHCO3 Incorperation
MTD5050,310.14868528,0.42880799999999997,photosynthetic 14-NaHCO3 Incorperation
MTD5050,333.12124614,2.6997400000000003,photosynthetic 14-NaHCO3 Incorperation
MTD5050,338.22405313999997,3.36461,photosynthetic 14-NaHCO3 Incorperation
MTD5050,347.04508462999996,0.671283,photosynthetic 14-NaHCO3 Incorperation
MTD5050,348.28885685,0.46388599999999997,photosynthetic 14-NaHCO3 Incorperation
MTD5050,336.23391121,3.4995199999999995,photosynthetic 14-NaHCO3 Incorperation
MTD5050,340.11870143,3.39117,photosynthetic 14-NaHCO3 Incorperation
MTD5050,342.39657056,2.5956599999999996,photosynthetic 14-NaHCO3 Incorperation
MTD5050,344.21630553,1.5569899999999999,photosynthetic 14-NaHCO3 Incorperation
MTD5050,345.44104185,1.00244,photosynthetic 14-NaHCO3 Incorperation
MTD5050,346.30235659,1.1016299999999999,photosynthetic 14-NaHCO3 Incorperation
MTD5052,327.84499999999997,1.380514301,Specific Growth Rate
MTD5052,312.85319999999996,1.050249601,Specific Growth Rate
MTD5052,353.2106,1.0,Specific Growth Rate
MTD5052,348.3171,1.012487701,Specific Growth Rate
MTD5052,317.67699999999996,1.100018701,Specific Growth Rate
MTD5052,323.07779999999997,1.280161301,Specific Growth Rate
MTD5052,337.6962,1.2981463009999998,Specific Growth Rate
MTD5052,332.67859999999996,1.421528301,Specific Growth Rate
MTD5052,342.9892,1.090138801,Specific Growth Rate
MTD5052,308.00649999999996,1.0209085009999999,Specific Growth Rate
MTD5054,303.1414,0.0447574,Specific Growth Rate
MTD5054,310.1019,0.07908739999999999,Specific Growth Rate
MTD5054,310.0175,0.0871428,Specific Growth Rate
MTD5054,309.941,0.0875592,Specific Growth Rate
MTD5054,317.9185,0.0945314,Specific Growth Rate
MTD5054,297.9906,0.0252948,Specific Growth Rate
MTD5054,317.9097,0.103004,Specific Growth Rate
MTD5054,322.9991,0.035381800000000005,Specific Growth Rate
MTD5054,288.0515,0.00331566,Specific Growth Rate
MTD5054,327.9788,0.00012093399999999999,Specific Growth Rate
MTD5054,297.98999999999995,0.025850400000000003,Specific Growth Rate
MTD5054,303.1459,0.0404518,Specific Growth Rate
MTD5054,288.0489,0.00581568,Specific Growth Rate
MTD5054,292.9099,0.0115271,Specific Growth Rate
MTD5054,292.9113,0.0101382,Specific Growth Rate
MTD5054,317.91659999999996,0.096337,Specific Growth Rate
MTD5054,288.04999999999995,0.00470456,Specific Growth Rate
MTD5054,292.9084,0.012916,Specific Growth Rate
MTD5054,323.08079999999995,0.0299653,Specific Growth Rate
MTD5054,303.1429,0.0433685,Specific Growth Rate
MTD5054,317.9022,0.110226,Specific Growth Rate
MTD5055,353.2231,1.0026738000000002,Specific Growth Rate
MTD5055,276.80631,1.0026738000000002,Specific Growth Rate
MTD5055,298.0129,1.002005349,Specific Growth Rate
MTD5055,303.13169999999997,1.0,Specific Growth Rate
MTD5055,317.9398,1.1430479,Specific Growth Rate
MTD5055,328.1774,1.2132349,Specific Growth Rate
MTD5055,338.2323,1.1811499,Specific Growth Rate
MTD5055,310.07869999999997,1.0748663,Specific Growth Rate
MTD5056,318.2534252,7.2325,Specific Growth Rate
MTD5056,302.85226260999997,6.89503,Specific Growth Rate
MTD5056,304.88734413,7.042619999999999,Specific Growth Rate
MTD5056,301.04522904,6.732889999999999,Specific Growth Rate
MTD5056,311.38194421,7.33167,Specific Growth Rate
MTD5056,299.4011976,6.34373,Specific Growth Rate
MTD5056,295.74948835,6.26845,Specific Growth Rate
MTD5056,319.61237410999996,7.042680000000001,Specific Growth Rate
MTD5056,313.32148978,7.3766,Specific Growth Rate
MTD5056,315.29429569999996,7.23838,Specific Growth Rate
MTD5056,309.32458976,7.294,Specific Growth Rate
MTD5056,317.35251834999997,7.36393,Specific Growth Rate
MTD5056,306.67414951999996,7.14612,Specific Growth Rate
MTD5056,294.10380688,5.78402,Specific Growth Rate
MTD5057,301.0805782,6.63165,Specific Growth Rate
MTD5057,299.39044106,6.17105,Specific Growth Rate
MTD5057,321.04996179999995,6.20021,Specific Growth Rate
MTD5057,323.28039077999995,5.40125,Specific Growth Rate
MTD5057,315.13829843999997,6.995589999999999,Specific Growth Rate
MTD5057,296.02351611,5.73771,Specific Growth Rate
MTD5057,306.4354509,6.964989999999999,Specific Growth Rate
MTD5057,312.8079203,6.98601,Specific Growth Rate
MTD5057,310.93947252,6.98415,Specific Growth Rate
MTD5057,309.16010473999995,7.026039999999999,Specific Growth Rate
MTD5057,293.10385255999995,5.3994599999999995,Specific Growth Rate
MTD5057,304.38064626,6.824489999999999,Specific Growth Rate
MTD5057,302.41904997999995,6.7059,Specific Growth Rate
MTD5057,317.97109006999995,6.801710000000001,Specific Growth Rate
MTD5058,309.70299482999997,7.1824699999999995,Specific Growth Rate
MTD5058,318.43989925,6.914739999999999,Specific Growth Rate
MTD5058,313.35094366,7.184310000000001,Specific Growth Rate
MTD5058,315.38876396,7.2368,Specific Growth Rate
MTD5058,319.79533098999997,6.827160000000001,Specific Growth Rate
MTD5058,321.62717620999996,5.0926599999999995,Specific Growth Rate
MTD5058,311.69155004,7.271719999999999,Specific Growth Rate
MTD5058,306.76728634,7.078010000000001,Specific Growth Rate
MTD5058,303.14421175999996,6.86286,Specific Growth Rate
MTD5058,304.77212188,6.99608,Specific Growth Rate
MTD5058,293.30329908,5.60003,Specific Growth Rate
MTD5058,317.6034911,7.23053,Specific Growth Rate
MTD5058,296.15151111,6.36637,Specific Growth Rate
MTD5058,299.48189632,6.45645,Specific Growth Rate
MTD5058,301.40181986,6.66338,Specific Growth Rate
MTD5059,319.44085072999997,4.4977800000000006,Specific Growth Rate
MTD5059,293.53747887,5.64187,Specific Growth Rate
MTD5059,303.19844035,6.74614,Specific Growth Rate
MTD5059,304.76190476,6.8202300000000005,Specific Growth Rate
MTD5059,311.61287709,7.014239999999999,Specific Growth Rate
MTD5059,309.8373354,6.92542,Specific Growth Rate
MTD5059,317.54499612999996,6.50432,Specific Growth Rate
MTD5059,301.4536093,6.59868,Specific Growth Rate
MTD5059,313.48650283999996,6.97854,Specific Growth Rate
MTD5059,315.59878557999997,7.02354,Specific Growth Rate
MTD5059,306.82752611,6.857939999999999,Specific Growth Rate
MTD5059,318.46322387,6.03587,Specific Growth Rate
MTD5059,299.60123075999996,6.33392,Specific Growth Rate
MTD5059,295.82035421999996,6.14135,Specific Growth Rate
MTD5060,301.35095634,6.30564,Specific Growth Rate
MTD5060,309.56493744,7.108460000000001,Specific Growth Rate
MTD5060,306.77481501,6.9019,Specific Growth Rate
MTD5060,292.42502221999996,5.4215800000000005,Specific Growth Rate
MTD5060,313.21353959,7.04437,Specific Growth Rate
MTD5060,295.14022112,5.91395,Specific Growth Rate
MTD5060,293.04286923999996,5.75893,Specific Growth Rate
MTD5060,317.28002182999995,6.269819999999999,Specific Growth Rate
MTD5060,315.25851198,6.88421,Specific Growth Rate
MTD5060,296.55023115999995,6.127190000000001,Specific Growth Rate
MTD5060,299.62277493,6.23877,Specific Growth Rate
MTD5060,304.57254766,6.86412,Specific Growth Rate
MTD5060,302.61123232,6.672610000000001,Specific Growth Rate
MTD5060,311.48475437999997,7.102110000000001,Specific Growth Rate
MTD5060,318.22000457999997,5.33256,Specific Growth Rate
MTD5061,295.92978178,6.4478,Specific Growth Rate
MTD5061,305.68980432999996,7.177230000000001,Specific Growth Rate
MTD5061,303.77685766999997,7.08719,Specific Growth Rate
MTD5061,313.23414252,5.96724,Specific Growth Rate
MTD5061,300.15337838,6.92925,Specific Growth Rate
MTD5061,298.51370029,6.751410000000001,Specific Growth Rate
MTD5061,294.41986039,6.03531,Specific Growth Rate
MTD5061,302.15314329999995,7.04144,Specific Growth Rate
MTD5061,308.54674482999997,7.18019,Specific Growth Rate
MTD5061,310.75201989,7.094410000000001,Specific Growth Rate
MTD5062,284.59379927,4.95768,Specific Growth Rate
MTD5062,291.82850988999996,5.01114,Specific Growth Rate
MTD5062,288.83202107,5.2160400000000005,Specific Growth Rate
MTD5062,292.51141526,4.06682,Specific Growth Rate
MTD5062,280.548978241,3.9688199999999996,Specific Growth Rate
MTD5062,293.27405287,2.6147,Specific Growth Rate
MTD5062,286.99016198,5.314030000000001,Specific Growth Rate
MTD5062,282.876629016,4.58352,Specific Growth Rate
MTD5063,292.14737082,5.91032,Specific Growth Rate
MTD5063,295.81335361,6.23603,Specific Growth Rate
MTD5063,282.675923361,4.21472,Specific Growth Rate
MTD5063,298.36763069,5.9554,Specific Growth Rate
MTD5063,300.56566458,5.65639,Specific Growth Rate
MTD5063,284.29605454,4.49302,Specific Growth Rate
MTD5063,290.49247189,5.80103,Specific Growth Rate
MTD5063,288.07734301,5.35266,Specific Growth Rate
MTD5063,286.65040403,4.92361,Specific Growth Rate
MTD5063,293.96634085,6.09095,Specific Growth Rate
MTD5063,302.93575036,2.2370200000000002,Specific Growth Rate
MTD5064,280.133231365,4.16782,Specific Growth Rate
MTD5064,291.58174348,3.1104700000000003,Specific Growth Rate
MTD5064,288.20187964999997,4.26337,Specific Growth Rate
MTD5064,278.953255803,3.10901,Specific Growth Rate
MTD5064,282.827825733,4.47231,Specific Growth Rate
MTD5064,284.66103986999997,4.53606,Specific Growth Rate
MTD5064,291.42284288999997,1.9369900000000002,Specific Growth Rate
MTD5064,286.80331888999996,4.64447,Specific Growth Rate
MTD5067,303.0666,4.561891800000001,Specific Growth Rate
MTD5067,297.10909999999996,2.9425517999999995,Specific Growth Rate
MTD5067,277.19399999999996,1.4070428,Specific Growth Rate
MTD5067,310.05969999999996,3.5441518,Specific Growth Rate
MTD5067,313.05089999999996,3.5098718,Specific Growth Rate
MTD5067,290.21299999999997,1.5954738,Specific Growth Rate
MTD5067,323.3024,1.2359388,Specific Growth Rate
MTD5067,328.16569999999996,1.0,Specific Growth Rate
MTD5067,318.10339999999997,3.1157418,Specific Growth Rate
MTD5069,331.0184,14.5009,Specific Growth Rate
MTD5069,311.1561,34.7731,Specific Growth Rate
MTD5069,323.0848,13.9791,Specific Growth Rate
MTD5069,327.13379999999995,13.3129,Specific Growth Rate
MTD5069,315.1151,27.615,Specific Growth Rate
MTD5069,319.1268,20.7044,Specific Growth Rate
MTD5069,335.2382,30.4044,Specific Growth Rate
MTD5070,335.1443,30.9401,Specific Growth Rate
MTD5070,322.8803,7.09895,Specific Growth Rate
MTD5070,331.14669999999995,17.916,Specific Growth Rate
MTD5070,315.0394,24.3346,Specific Growth Rate
MTD5070,311.0608,34.2215,Specific Growth Rate
MTD5070,326.8703,8.1722,Specific Growth Rate
MTD5070,319.03069999999997,11.104000000000001,Specific Growth Rate
MTD5071,307.1002,38.0977,Specific Growth Rate
MTD5071,326.87429999999995,10.6535,Specific Growth Rate
MTD5071,330.9169,12.5222,Specific Growth Rate
MTD5071,323.041,10.2694,Specific Growth Rate
MTD5071,315.17699999999996,24.2148,Specific Growth Rate
